,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Bias_7,Time,Fidelity
0,4.911774363497594,5.013063861848458,4.921734976448561,4.836675252632451,-3.3138659599575915,6.658077060993664,3.0052911110916414,2.814276788719897,0.9526366063201364
1,0.21296730330995753,0.379243778335551,0.43808949284810195,0.20150629281743032,-5.755691105774885,1.841378126837688,-0.04959579212531301,2.8322652435253763,0.9270873250495264
2,1.6256341527925033,1.6913292553826285,1.7793431723342168,1.6174216877357845,-4.291037393392965,5.119124004505116,4.095223962603344,2.764032652931294,0.9365853907177588
3,3.4081737008905297,3.247893309197371,3.323389232548659,3.4405684965334355,-3.7597064517571774,0.4705503246168583,-1.894558525338912,2.711301099499377,0.9123953708032454
4,1.8026102634069394,1.632592427293853,1.8103347729990742,1.886105361039698,-6.4045152289375995,1.5132555767193392,0.9191506707773092,2.768287655651823,0.919367172408008
5,2.0162030264363127,2.2046964755524,2.219405022145506,2.1635233570036565,-4.0881489581098,7.5262925389084225,7.077216511643492,2.9257958168754286,0.9142965283707976
6,-0.07755508399420794,-0.030783772194696843,0.047675973748545236,-0.09716389661072947,-4.870386669961544,4.340045896389346,6.533988634376611,2.878563842064746,0.9250769044108835
7,4.9624051021236175,4.7252256567102435,5.180719084313379,5.065471738233189,-8.898276123016842,8.838788019345603,2.5947907361317455,2.76514817971365,0.9258693733568854
8,-3.7028301456936763,-2.608976018498616,-2.783118625874568,-3.583437009570533,2.7503174044413794,7.613679163607381,1.5194429564981013,15.496920813122202,0.914756231125468
9,3.185161108329639,3.1999040966165935,3.087418457890275,3.037658738285013,-2.5061768828852733,7.221016818942777,7.44745896739875,2.900459487270478,0.9361834010072712
10,1.811926639311776,1.7856529670488275,1.8243238984618206,1.7480056417950731,-3.4637619933472292,5.180019837355916,-1.0618929988652737,2.6938132757177047,0.9194263225066404
11,3.796424712793143,3.667839208419878,3.7556359664130508,3.692974992372669,-4.255205155890426,0.9243110108958441,3.8650758532504668,2.783771074608737,0.9472598698187853
12,2.00399062603836,1.8698140042442692,2.1572911628590363,1.9072258447151316,-6.057696664856574,-1.3332152456190893,4.3900189167093,2.9178891456740876,0.9309948814251355
13,-2.2794329254415002,-1.1023287671722986,-1.0553233781976896,-2.126030038172979,2.613301849721071,3.4650888142047522,-0.7784959934253375,6.456511607970976,0.9278706567798352
14,2.359579996672678,2.4573991461958036,2.379081540089199,2.204847239896236,-2.4440225877678845,5.8182253024914745,5.847047871393366,2.7480931783504428,0.9230435665241918
15,0.998593837148627,1.328393841841085,1.3681323575030153,1.053905762262406,-7.066725258258917,5.533054944765418,6.443183423992783,2.7509177514194234,0.9213780698222443
16,5.265393692834424,5.5277180114281546,5.5341458781060116,5.50046455027418,-2.3382540043879714,8.134697545986352,2.1923299132405134,2.723370449066339,0.9161081108651006
17,0.9887978139241936,0.8932767776463049,1.130155669006514,0.8013802556953369,-5.299977287208583,8.344832539343823,6.706001205221098,2.736986021087925,0.9309938289923492
18,3.837824774649816,3.9626858455361864,4.246140140858067,4.03961658233148,-8.339778782452271,4.225557526619806,2.226390231956098,2.7729285152913303,0.9281488180993449
19,0.7588948566755469,0.7769212396491627,0.7793682194822898,0.7160061761605403,-8.098212545533464,4.600017892354081,2.362236901796991,2.7605104626705628,0.9561944123232631
20,-2.843574670116852,-2.834276349933698,-2.758707161666865,-2.9692194328077264,-9.107552813287068,4.152470985403866,5.643693823998412,2.634768968527137,0.9161330463335076
21,6.87036963849615,6.682861927021673,6.782414963379275,6.596125852952134,1.0638145872981997,9.998380056220466,9.58583030323192,2.7786822761730163,0.932415612576595
22,-1.958789038627104,-1.907322190962538,-1.789153367333614,-2.106992702922688,-6.811980586902945,2.3035241666871102,4.387532336561604,2.940722384751692,0.9175864013883155
23,1.0966080932905387,0.9409059246127749,1.0335565326927356,0.9408107409536803,-3.281801050585928,4.634575795359423,3.1277175975820306,2.8491370871987494,0.9132017158471216
24,1.8709382499230043,1.8282675736175946,1.9655999870764223,1.7063485879409734,-5.723043560414137,7.174642630445539,3.580274477347865,2.656565104920604,0.9272084360687608
25,0.2987015015781312,0.2297560826960861,0.38829454660272905,0.42263614404977223,-7.38031782446443,5.5021117212485695,5.707447095683263,2.6463707656489657,0.9121982948628303
26,-2.9927376497906266,-2.9656169268511805,-2.941572133127762,-2.891325605424891,-9.575208246135627,8.324703837691558,4.0255726501611715,2.9221367089960832,0.9238839303881314
27,5.849206325711134,5.728572982134759,5.673779509048428,5.798512768959689,-6.323731372000354,7.676569914816646,-3.135505756237009,2.6726960956381545,0.9353490949347918
28,0.17652644306733153,-0.11426544016414338,-0.056634762730340175,0.11550283615018843,-8.183592502966746,1.3195131199302395,1.221939941473451,2.820999225987034,0.9162334633225071
29,1.7800599163747908,0.6119862535161688,0.6273375602748661,1.860067528439969,-5.573097838615761,2.8150934655314024,1.108467331066907,6.203905156995886,0.9166005164952004
30,1.1961087801559946,0.9990405315533742,1.2939537361714155,1.0501368605882817,-4.453314854857343,6.760557406729767,0.4206470657958954,2.820333646244531,0.926315263841021
31,1.5995841259957166,1.7232954338827455,1.8084238351480826,1.4916826239648264,-3.8209153320288545,6.799887037104478,8.442268830100197,2.8095616592250954,0.9333095426778601
32,-2.1992529790335413,-2.0636009321650532,-1.9911595223720555,-2.0260303294339197,4.426383717542454,5.3469244257507,9.009745688825964,2.862570635542294,0.9375545029586929
33,-0.5503484081490235,-0.3885294095111218,-0.6832005027876911,-0.7419380839046301,-6.184384399450342,1.8430660393997202,0.08725437379516458,2.7697842275127593,0.920360134548419
34,0.3999189836798097,0.5430512757439688,0.33117680189062926,0.15927426897877062,-4.6649960223516835,4.652183588738669,5.349775750526806,2.718417795099548,0.916720708926445
35,-2.017513767406887,-1.972668230594485,-2.0733560627627616,-2.151785386988637,-6.428420219603655,1.3006895775090443,1.1538052646241843,2.8980386263955102,0.915778899635631
36,3.062832026305565,3.1775642888471465,3.323351496750785,2.961255208777114,-5.551143902650452,3.534876334932066,8.067789245144859,2.7356765875134403,0.9248396145457622
