,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Bias_6,Time,Fidelity
0,0.12783455848693848,-0.42017585039138794,-0.511329174041748,0.23676404356956482,-0.6834758520126343,-0.42064476013183594,3.7796754837036133,0.6649217396286861
1,-0.7964410781860352,-0.9126508235931396,-0.9668483734130859,-0.22823955118656158,0.10182587802410126,-0.4289312958717346,3.723544120788574,0.726917008296552
2,-0.19522491097450256,-0.13294941186904907,-0.6864845752716064,0.17223036289215088,0.35314661264419556,-0.14760011434555054,3.680616855621338,0.7146890453200324
3,-0.5486823320388794,-0.10930207371711731,-0.8424040675163269,-0.42974892258644104,-0.7746850848197937,-0.3357640504837036,3.912863254547119,0.7520663599907143
4,-1.038948655128479,-1.1228379011154175,-1.0914857387542725,-0.9341615438461304,0.13616707921028137,-0.6014598608016968,3.979804277420044,0.7151595983946727
5,-0.9887449741363525,-0.736278235912323,-0.5299872159957886,-0.009794279932975769,-0.8841505646705627,-0.5682967901229858,3.698216438293457,0.7000661505608543
6,-0.34203943610191345,-0.5420910716056824,-1.2530688047409058,-0.47353604435920715,-0.3913748562335968,-0.8029765486717224,3.8617286682128906,0.7245532036465415
7,-0.10626867413520813,-0.7482441067695618,-0.6169568300247192,-0.14453497529029846,-0.20087385177612305,-0.4591239392757416,3.8276562690734863,0.787710824738103
8,-0.60255366563797,-0.567328929901123,-0.014115214347839355,-0.6515803337097168,-0.7861610651016235,-0.8561252951622009,3.9384257793426514,0.7920863014460138
9,-0.8840504884719849,-0.9721582531929016,-1.204992413520813,-0.5536994934082031,-0.765231192111969,-1.0984115600585938,4.36004114151001,0.6683663665952576
10,-0.19716566801071167,-0.6270833611488342,-0.8815698623657227,0.09769442677497864,-0.31176313757896423,-0.32986241579055786,3.5567686557769775,0.6665645655726781
11,-0.004781097173690796,-0.3881503939628601,-0.8024305701255798,-0.8563230037689209,-0.9856077432632446,-0.9577000737190247,3.941267251968384,0.7017377978239936
