,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Time,Fidelity
0,5.201259568333626,5.209518190473318,5.119858354330063,-9.146054744720459,-7.972916502505541,2.2710040383972228,0.9927999314434836
1,5.179393773898482,5.228520572185516,5.110164390876889,-7.655327558517456,-5.041541591286659,2.2292899675667286,0.9931021727022006
2,6.62232998944819,6.64831608068198,6.526498321443796,-8.877155780792236,-7.03447812795639,2.1951676066964865,0.9942082016369042
3,5.425056677311659,5.524142641574144,5.4019080102443695,-8.62766695022583,-9.238004263490438,2.2417735904455185,0.9921868535223608
4,4.545788420364261,4.555040780454874,4.4495146833360195,-8.243034958839417,-5.513374783098698,2.2021509129554033,0.9930384728762689
5,6.76980703137815,6.720457440242171,6.630131904035807,-6.242055177688599,-5.331333447247744,2.2543693259358406,0.9918871016523119
6,6.257413260638714,6.276391625404358,6.251570217311382,-7.593800187110901,2.344246596097946,2.2034924775362015,0.9925467795265817
7,5.791529975831509,5.763382773846388,5.806502022780478,-9.047749042510986,-1.6063818335533142,2.2323101554065943,0.9920574274331735
8,4.569054491817951,4.600448846817017,4.544865012168884,-8.20042759180069,0.2621302045881748,2.2384057426825166,0.9923931708603356
9,4.534669581800699,4.498385861515999,4.50851234793663,-9.956023633480072,0.14685465767979622,2.2056531133130193,0.9929793930135842
10,5.378065645694733,5.396601263433695,5.3602377492934465,-9.059073626995087,-1.5191912353038788,2.2214257325977087,0.9942835873180589
11,5.226505500264466,5.1832489082589746,5.132590465247631,-9.751009941101074,1.3028780221939087,2.2106019551865757,0.9944085399302113
12,5.408217433840036,5.4359302669763565,5.364084891974926,-7.882520437240601,0.17155823856592178,2.192163486033678,0.9925522380772007
13,6.781796082854271,6.864265367388725,6.8078290075063705,-9.331321239471436,-1.392796590924263,2.1927730618044734,0.9927697919104983
14,6.214754477143288,6.200221985578537,6.2384625896811485,-9.782248616218567,-3.2638381272554398,2.1901592910289764,0.9921296484658189
15,6.223937727510929,6.114614782854915,6.090441945940256,-8.676453053951263,-2.73711396753788,2.2341990200802684,0.992349199895556
16,5.94503515586257,5.898133464157581,5.817441046237946,-9.326139271259308,-2.8463012985885143,2.2250259164720774,0.9945514030068006
17,6.191156765446067,6.147159945219755,6.115907251834869,-8.845131158828735,0.5327727571129799,2.2259594723582268,0.9947787373176005
18,5.977782370522618,5.928214181214571,5.915112474933267,-7.247611999511719,-2.3333643041551113,2.2280768053606153,0.9930052371454289
19,4.592227056622505,4.540365770459175,4.49973314255476,-9.980835676193237,-2.796084612607956,2.1972425431013107,0.9937307590932907
20,6.043502375483513,6.057400107383728,5.924871891736984,-6.406750679016113,-2.593034088611603,2.222022421658039,0.9926138780964728
21,5.089360326528549,5.040135212242603,4.935362011194229,-9.319624036550522,0.3604710251092911,2.2096364165190607,0.9927831392065366
