,Bias_1,Bias_2,Bias_3,Bias_4,Bias_5,Time,Fidelity
0,0.2631522509710045,0.46902322832772325,0.1721821926084237,-9.141619432718109,-3.06489693566657,26.81524581725933,0.9111426970839603
1,1.4829025387315855,-1.8951528981370918,1.6419917817840997,6.1266804156966455,4.368381626432122,18.798433290149895,0.9124224330176027
2,1.639434613595188,2.9255201947548466,1.3818884936120301,-3.6803257206752082,-1.3257947162737382,10.1400434680905,0.9061062263212372
3,4.110212048327702,1.2858137301273782,3.5633953287353313,2.278409628366482,-2.4964976357447766,6.170260092946306,0.917685212922904
4,6.311091520949315,3.513765090324674,6.242709993607948,-1.9821896436021142,-3.7463910406108267,15.523740839908342,0.9188519794886758
5,0.9007434439905925,-4.140998611241101,1.108793094232468,8.57744749007448,4.622799147144702,24.66733263157198,0.8999650496096371
6,-0.59326438674895,2.017992811355752,-0.7313001303686653,-5.281621526193323,1.2096537418914806,26.39211902795194,0.9004509046688917
7,-1.6966430015664846,-3.268326814485463,-1.3707359410882844,4.6372768424332556,2.135801095813844,19.293358757165898,0.9472988173374557
8,1.8204243299539837,2.563229330324222,1.4145274630474485,-3.6938544830529354,-1.7713834658813206,14.980585387929734,0.9428511785243119
9,1.5433158764338142,4.958126142133725,1.3410003744635364,-5.12697172809701,-0.2892805635622815,7.023185103297711,0.9170379303384043
10,1.7396736415465943,3.4204349707484134,1.6233725664977219,-4.983393060645524,-3.795172173939265,19.30002027349437,0.9479695129286789
11,-2.532482847457248,-1.6774028998251962,-2.4910121142628654,9.097727011637625,0.6099124840636225,21.55537912996544,0.9050042012100754
12,4.0545378808894466,2.148730056438561,3.8118304926632605,-1.3590181275372126,0.5704165701886618,20.68593040683195,0.9145108418720408
13,0.9477372845772485,4.881867789909333,0.7664063544789312,-5.18348431805062,-0.2919540060466866,20.8278812012299,0.9216519524895809
14,-0.1654409954971019,1.6498375687276918,-0.37544282103457305,-5.0985171304586565,1.764002513838574,20.67956522670049,0.9537745597762555
15,1.0260941686694123,-1.5112442227745906,1.2179054444899462,6.511158854312759,2.61219950314101,24.97949524804982,0.8998168256471318
16,-0.9874385784541588,-1.9072533831885634,-0.9251465979246922,4.235565178637973,2.333597786126125,21.382534531499758,0.9166795263691485
17,-1.7619918825156395,1.1940804177742774,-1.45195175106014,0.9573742029748407,3.991607168730007,30.0,0.9323636055335498
18,0.7331194623199133,2.306987161767864,0.42798999251198894,-4.135363068519721,-1.9778701648584405,19.383674345035416,0.9213774231437298
19,-0.5682843631501148,1.729255265710557,-0.8362070514954658,-4.830178422173616,0.30864201780979506,24.1117890519021,0.924828919089838
20,-1.6958061308738028,1.3195557907915092,-1.4418100562012053,1.3452599716035123,-4.135689312989196,17.171244487208885,0.9178488182914647
21,0.17823213359911463,-0.6664604802887639,0.3827700206760937,5.104931000338094,3.881256818800873,15.109358098471372,0.9430140330632082
22,-1.4319841733574052,-5.665888395768503,-1.2476781689638274,4.588786852536648,5.230309553308901,7.479644702124695,0.965742920904904
23,3.8221035096330542,4.64599635375061,3.6476370097384643,-3.4180404471339747,-2.064090926292857,15.036941607205804,0.9741798521499423
24,4.665393365503995,7.657269390788734,4.498693544971491,-1.1174180493128576,-0.2869200545841294,16.827330189201312,0.9637427576932184
25,1.7500457969224925,2.539732836360712,1.470157207060348,-4.224617426915286,-2.27470122729141,21.41783944347459,0.9301130509560648
26,-0.41951003943232534,2.8543956502965573,-0.6542631326201044,-5.037199976571093,-3.487725029779119,18.830903824507644,0.8992280608912108
27,-2.0894434119641723,-5.855093656804381,-2.3840437850545975,-4.764616334643601,3.9476233676154204,21.078958267744728,0.9049973004559515
28,4.063647372462623,7.095674395559251,3.853948442793895,-4.112580052481621,-0.9695090498112284,16.42351284907656,0.9304588869225422
29,1.5776230295305829,1.6704016659040994,1.6650160615564615,-3.642151376373016,-6.841655551826837,11.017705498653475,0.9115610966388719
30,-1.8354847997121744,-7.069025708549304,-1.7530610076840394,5.471039429304795,6.599556928474232,8.642334928356801,0.9341492890048878
31,1.1738937643914023,-1.4021837916771447,1.3223903712065668,5.6156692607018,4.1786934888081095,15.076167979431496,0.9049224742166482
32,0.025591390685571792,-2.3588880569764914,-0.1469859316022427,-4.673270724917456,3.4946756846084117,23.837341733017514,0.9172635095627145
33,-2.9285749274238033,-4.4915803624606045,-2.689339295525592,4.431294546001349,2.1749430269151797,11.525681967974602,0.9635478845621223
34,0.21307198684655637,-0.14175661172695583,0.6983256507032238,6.512547659661205,2.2100219995693156,24.148159272248925,0.9158297624105002
35,0.9402489359694288,1.2545569163958163,1.0568513870902592,5.1444206377660215,7.059468928001148,17.79354387444614,0.9266269636363509
36,-0.6338110789753861,-4.485973803308245,-0.5123925337623327,4.53008818262514,4.302681043030862,6.550859931115456,0.9246992446708685
37,-3.1092563457584914,2.6505727025249692,-3.2813151522534727,-8.416096036602447,-2.343167330751114,28.54317256366471,0.899767140625887
38,4.2971221878861545,1.995794531998,4.016954378271269,-1.1209369972201677,-2.499543229453444,14.161504291914328,0.9225217012439281
39,-1.2178009092755981,-2.8445120780768467,-0.9059900740222082,3.158209773736078,1.7561221051284184,11.544717412336961,0.9006339031963757
40,-0.37839393610354866,2.548502070899607,-0.6657440897016613,-4.848839927464757,3.017379989238768,16.890409134724916,0.9194416531048488
41,0.3141971264055489,4.216512081555191,0.15977104996813338,-5.171929934587669,-5.222021008740487,20.879655548305227,0.9482065131450731
42,-1.0582699471105652,-5.071695437118246,-0.9236187530917286,5.263352516059296,1.7094659966484156,21.742616545371014,0.929712096501634
43,-0.8122870883835012,3.8703160426865546,-0.9230695283230445,-8.197373595388989,-6.137015172310074,22.85688842199861,0.9067670910782839
44,3.472277075876291,4.508415965641152,3.586123205049272,-3.590537833345711,0.584046011289125,21.306687604574023,0.9240129503575166
